# 2025-03-25 20:32:24.323
# MPE-seq_20min_rep2_mm10.bam
# Chromosome_ID	Chromosome_Size	Aligned_Reads	Unaligned_Reads
# chr1	195471971	4132999.0	0.0
# chr2	182113224	4278675.0	0.0
# chr3	160039680	3175022.0	0.0
# chr4	156508116	3461619.0	0.0
# chr5	151834684	3429488.0	0.0
# chr6	149736546	3206005.0	0.0
# chr7	145441459	3197678.0	0.0
# chr8	129401213	3179002.0	0.0
# chr9	124595110	2897642.0	0.0
# chr10	130694993	2796367.0	0.0
# chr11	122082543	3171718.0	0.0
# chr12	120129022	2504931.0	0.0
# chr13	120421639	2523026.0	0.0
# chr14	124902244	2442322.0	0.0
# chr15	104043685	2269303.0	0.0
# chr16	98207768	2022770.0	0.0
# chr17	94987271	2229133.0	0.0
# chr18	90702639	1866929.0	0.0
# chr19	61431566	1361901.0	0.0
# chrX	171031299	1467101.0	0.0
# chrY	91744698	100591.0	0.0
# Total Genome Size: 2.72552137E9	Total Aligned Tags: 5.5714222E7
# bwa	# 0.7.17-r1188
# bwa mem -t 24 -v 1 -T 30 -h 5 -M /storage/group/bfp2/default/wkl2-WillLai/00_REFERENCE_DATA/GENOMES/mm10/mm10.fa /storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/fastq_files/SRR2034489_1.fastq.gz /storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/fastq_files/SRR2034489_2.fastq.gz
# MarkDuplicates	# 2.24.1
# MarkDuplicates INPUT=[/storage/group/bfp2/default/juk398-JordanKrebs/NucleosomeAtlas_project/250130_MPEseq/final_files/SRR2034489_ALIGNED.bam] OUTPUT=SRR2034489_MARKUP.bam METRICS_FILE=SRR2034489_output_metrics.tab REMOVE_DUPLICATES=true ASSUME_SORTED=true DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES READ_NAME_REGEX=[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).*. OPTICAL_DUPLICATE_PIXEL_DISTANCE=100    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
# Average Insert Size: 163.71906841881093
# Median Insert Size: 157.0
# Mode Insert Size: 153.0
# Std deviation of Insert Size: 63.846086395371536
# Number of ReadPairs: 2.6865807E7
# Histogram
# Size (bp)	Frequency
0	73970.0
1	0.0
2	459.0
3	515.0
4	486.0
5	506.0
6	553.0
7	504.0
8	577.0
9	547.0
10	572.0
11	614.0
12	661.0
13	609.0
14	635.0
15	762.0
16	803.0
17	864.0
18	929.0
19	7158.0
20	6384.0
21	4755.0
22	2784.0
23	2739.0
24	2491.0
25	2992.0
26	3006.0
27	3262.0
28	3484.0
29	3991.0
30	4371.0
31	4781.0
32	5437.0
33	5724.0
34	6580.0
35	7317.0
36	8302.0
37	9184.0
38	9665.0
39	10603.0
40	11179.0
41	12047.0
42	12856.0
43	14151.0
44	15385.0
45	17382.0
46	19508.0
47	21317.0
48	22619.0
49	23808.0
50	24342.0
51	25553.0
52	26733.0
53	28447.0
54	30690.0
55	33627.0
56	36947.0
57	38955.0
58	40610.0
59	41540.0
60	41833.0
61	41951.0
62	43169.0
63	44956.0
64	47306.0
65	50144.0
66	53344.0
67	57305.0
68	60847.0
69	62809.0
70	62701.0
71	63042.0
72	64065.0
73	65519.0
74	67996.0
75	70834.0
76	74112.0
77	77360.0
78	81610.0
79	84533.0
80	85368.0
81	84362.0
82	85134.0
83	86098.0
84	87557.0
85	90983.0
86	94441.0
87	99302.0
88	105292.0
89	112367.0
90	114080.0
91	111386.0
92	109086.0
93	108937.0
94	109561.0
95	111394.0
96	115341.0
97	119342.0
98	125057.0
99	131180.0
100	131849.0
101	132139.0
102	130696.0
103	129172.0
104	128474.0
105	129765.0
106	132170.0
107	137050.0
108	141534.0
109	148508.0
110	153335.0
111	152762.0
112	150434.0
113	147170.0
114	146442.0
115	146281.0
116	148388.0
117	152448.0
118	158317.0
119	165121.0
120	168695.0
121	165613.0
122	162168.0
123	158769.0
124	157526.0
125	155781.0
126	156829.0
127	159516.0
128	163003.0
129	167987.0
130	173419.0
131	178818.0
132	181398.0
133	177851.0
134	174125.0
135	171878.0
136	170768.0
137	173719.0
138	177417.0
139	182018.0
140	186040.0
141	186981.0
142	186551.0
143	186422.0
144	186109.0
145	183937.0
146	180803.0
147	180175.0
148	179003.0
149	181439.0
150	183616.0
151	185401.0
152	187558.0
153	188679.0
154	188089.0
155	187621.0
156	186393.0
157	185031.0
158	184784.0
159	184274.0
160	184216.0
161	184387.0
162	183542.0
163	183605.0
164	183015.0
165	181625.0
166	180394.0
167	177597.0
168	177012.0
169	174761.0
170	172207.0
171	170852.0
172	169141.0
173	167652.0
174	166975.0
175	165774.0
176	164110.0
177	163012.0
178	160770.0
179	158431.0
180	156954.0
181	153292.0
182	150927.0
183	148773.0
184	146746.0
185	146074.0
186	144668.0
187	142134.0
188	140101.0
189	139236.0
190	136020.0
191	132786.0
192	130903.0
193	128239.0
194	126634.0
195	124386.0
196	123259.0
197	121717.0
198	119272.0
199	117735.0
200	115632.0
201	113005.0
202	110763.0
203	108094.0
204	106043.0
205	104637.0
206	103137.0
207	100802.0
208	99959.0
209	97544.0
210	96025.0
211	93852.0
212	92226.0
213	90574.0
214	88478.0
215	86546.0
216	85023.0
217	84019.0
218	81972.0
219	80517.0
220	79291.0
221	77390.0
222	76245.0
223	74935.0
224	72881.0
225	71908.0
226	70616.0
227	69408.0
228	68445.0
229	66761.0
230	66385.0
231	64644.0
232	63675.0
233	62632.0
234	61639.0
235	60398.0
236	59017.0
237	58526.0
238	57637.0
239	56607.0
240	56423.0
241	55248.0
242	54372.0
243	53521.0
244	52773.0
245	51718.0
246	51203.0
247	50207.0
248	49634.0
249	49429.0
250	48868.0
251	48065.0
252	47419.0
253	46866.0
254	46496.0
255	45857.0
256	45193.0
257	44845.0
258	44436.0
259	44238.0
260	43807.0
261	43078.0
262	43017.0
263	42332.0
264	41897.0
265	41188.0
266	40505.0
267	40548.0
268	39929.0
269	39711.0
270	39632.0
271	39284.0
272	38857.0
273	38595.0
274	38481.0
275	37648.0
276	37174.0
277	37181.0
278	36424.0
279	36155.0
280	36365.0
281	35876.0
282	35934.0
283	35249.0
284	35117.0
285	34417.0
286	33906.0
287	34075.0
288	33614.0
289	33426.0
290	33359.0
291	32784.0
292	32672.0
293	32276.0
294	32082.0
295	31791.0
296	31270.0
297	31106.0
298	30652.0
299	30406.0
300	30105.0
301	29886.0
302	29601.0
303	29028.0
304	28799.0
305	28198.0
306	27732.0
307	27461.0
308	26888.0
309	26566.0
310	26243.0
311	25760.0
312	25489.0
313	24812.0
314	24675.0
315	24023.0
316	23734.0
317	22862.0
318	22469.0
319	21873.0
320	21278.0
321	20919.0
322	20290.0
323	19762.0
324	19295.0
325	18667.0
326	18126.0
327	17456.0
328	16842.0
329	16141.0
330	15576.0
331	15025.0
332	14779.0
333	14022.0
334	13396.0
335	12597.0
336	12161.0
337	11531.0
338	11112.0
339	10262.0
340	9670.0
341	8984.0
342	8551.0
343	8278.0
344	7487.0
345	7193.0
346	6771.0
347	6353.0
348	5965.0
349	5633.0
350	5082.0
351	4699.0
352	4373.0
353	4077.0
354	3756.0
355	3588.0
356	3139.0
357	3019.0
358	2807.0
359	2514.0
360	2445.0
361	2143.0
362	2072.0
363	1946.0
364	1764.0
365	1585.0
366	1544.0
367	1416.0
368	1296.0
369	1213.0
370	1136.0
371	1073.0
372	935.0
373	981.0
374	890.0
375	857.0
376	752.0
377	721.0
378	628.0
379	709.0
380	593.0
381	541.0
382	508.0
383	468.0
384	461.0
385	402.0
386	423.0
387	385.0
388	348.0
389	340.0
390	313.0
391	301.0
392	289.0
393	304.0
394	272.0
395	275.0
396	261.0
397	228.0
398	245.0
399	236.0
400	219.0
401	241.0
402	211.0
403	195.0
404	219.0
405	190.0
406	195.0
407	193.0
408	180.0
409	147.0
410	159.0
411	180.0
412	168.0
413	177.0
414	161.0
415	146.0
416	141.0
417	138.0
418	127.0
419	119.0
420	130.0
421	141.0
422	141.0
423	133.0
424	139.0
425	147.0
426	121.0
427	130.0
428	127.0
429	151.0
430	139.0
431	109.0
432	96.0
433	124.0
434	126.0
435	109.0
436	79.0
437	66.0
438	62.0
439	66.0
440	71.0
